essay_id,prompt_name,predicted,holistic_score,prompt_id,src
b602165,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
6b07f61,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
e06815a,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
e05e602,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
83ede3e,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
48a4007,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
acc6d52,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
361d73f,"""A Cowboy Who Rode the Waves""",False,4,0,kaggle-persuade
8e49acb,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
b414e20,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
08139fb,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
2e312fd,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
78b9424,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
0f4fadf,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
a5c16f9,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
107348c,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
f999185,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
2d1abb9,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
1a07cfb,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
3e4ba35,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
9207878,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
aebd3a5,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
2753b35,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
f22047d,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
c68b908,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
96d3c6d,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
0338170,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
1f3890c,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
e71d471,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
0237cbd,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
674d254,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
9aaed08,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
bb1ec86,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
89a47b1,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
c09062e,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
4d8d72c,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
c58f3b3,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
59cec78,"""A Cowboy Who Rode the Waves""",False,1,0,kaggle-persuade
f983854,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
f7706af,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
b6d07e7,"""A Cowboy Who Rode the Waves""",False,3,0,kaggle-persuade
1374736,"""A Cowboy Who Rode the Waves""",False,2,0,kaggle-persuade
